,1,2,3,4
100,1,1204675730,336200,312715
101,1,1204072594,336200,312500
102,0,1198632867,336200,311757
103,1,1199684053,336200,310909
104,1,1192547793,336200,310799
105,1,1204415093,336200,310550
106,1,1204844683,336200,310449
107,0,1192332576,336200,309986
108,0,1206002649,336200,309715
109,0,1191199792,336200,309707
110,1,1192777126,336200,309599
111,1,1203705615,336200,309290
112,1,1198512649,336200,308793
113,1,1196022114,336200,308626
114,1,1206946794,336200,308012
115,1,1205079824,336200,307845
116,1,1206283660,336200,306916
117,1,1203705607,336200,306676
118,1,1196022091,336200,306639
119,1,1198512612,336200,306508
120,1,1195150194,336200,306365
121,0,1192332642,336200,306169
122,1,1198512666,336200,305992
123,1,1205359414,336200,304742
124,1,1206002666,336200,304479
125,1,1195150186,336200,304320
126,1,1204379557,336200,304238
127,1,1199907893,336200,304206
128,0,1198953556,336200,302877
129,1,1206745709,336200,302616
130,1,1198512582,336200,302342
131,1,1208619400,336200,302109
132,1,1202839649,336200,301139
133,0,1192332589,336200,300568
134,1,1198512652,336200,300405
135,1,1204844691,336200,300292
136,1,1204310052,336200,299488
137,1,1204745686,336200,299481
138,0,1192569086,336200,299351
139,0,1203864273,336200,298760
140,0,1192332615,336200,298741
141,1,1208398337,336200,298286
142,1,1206745743,336200,298192
143,1,1208619405,336200,298019
144,0,1192569080,336200,297939
145,0,1198953579,336200,297753
146,1,1205359458,336200,297749
147,1,1206642329,336200,297402
148,0,1192901503,336200,297196
149,1,1192153226,336200,296942
150,1,1191921653,336200,296485
151,1,1202251187,336200,296092
152,1,1207719163,336200,296086
153,1,1206419016,336200,295673
154,0,1192332593,336200,295226
155,1,1207458336,336200,295214
156,1,1202837784,336200,295168
157,1,1206563469,336200,294465
158,1,1198512600,336200,294358
159,1,1201143841,336200,292729
160,0,1201143835,336200,292631
161,1,1204024909,336200,292554
162,0,1206230958,336200,292258
163,0,1203819885,336200,292175
164,1,1198512662,336200,292114
165,0,1192184710,336200,291918
166,1,1198804212,336200,291336
167,1,1203705602,336200,291287
168,1,1193194556,336200,290022
169,1,1192901479,336200,289156
170,0,1192332614,336200,287610
171,1,1203705603,336200,287453
172,0,1204500054,336200,287433
173,1,1191900514,336200,286947
174,1,1195150476,336200,286863
175,1,1207288582,336200,286278
176,1,1191199781,336200,286171
177,1,1202251168,336200,286170
178,1,1200016742,336200,285910
179,1,1208398340,336200,285515
180,1,1198512601,336200,285376
181,1,1206419025,336200,284697
182,1,1198512564,336200,284233
183,1,1192590486,336200,284070
184,1,1202949509,336200,283093
185,1,1207719169,336200,282248
186,1,1208398307,336200,281939
187,0,1192332653,336200,281818
188,0,1198953557,336200,281485
189,1,1206130521,336200,281419
190,0,1207458340,336200,280254
191,1,1196022095,336200,280075
192,1,1206650603,336200,279954
193,1,1206745718,336200,279306
194,1,1198975852,336200,279060
195,1,1206283670,336200,278972
196,1,1203112856,336200,278783
197,1,1191900562,336200,278382
198,1,1202251165,336200,278211
199,1,1208398309,336200,277286
200,1,1202251224,336200,276158
201,1,1192332729,336200,275477
202,1,1191199785,336200,275183
203,1,1192777127,336200,275122
204,1,1198804211,336200,274833
205,0,1198953575,336200,274581
206,1,1202251161,336200,274363
207,0,1192136118,336200,273947
208,0,1198966730,336200,273942
209,1,1209519041,336200,273531
210,1,1208398335,336200,273360
211,0,1203864274,336200,273301
212,0,1191900557,336200,273263
213,1,1205461239,336200,272877
214,1,1207052156,336200,272553
215,1,1192140931,336200,272118
216,1,1192661185,336200,271719
217,1,1193596000,336200,270640
218,1,1200711812,336200,270322
219,0,1192094739,336200,269747
220,1,1192523115,336200,269549
221,0,1200711818,336200,268440
222,1,1195150424,336200,268179
223,1,1192569691,336200,267787
224,1,1192153257,336200,266835
225,1,1204944659,336200,266369
226,1,1199907973,336200,266355
227,1,1201365453,336200,266262
228,0,1192569083,336200,266106
229,1,1204310059,336200,265677
230,1,1206642318,336200,265301
231,1,1191921569,336200,265221
232,1,1205953596,336200,264401
233,1,1196022118,336200,264345
234,0,1192039080,336200,263398
235,1,1205837011,336200,263139
236,1,1205359472,336200,262665
237,0,1198953563,336200,260716
238,1,1199113461,336200,260705
239,1,1204377055,336200,259781
240,1,1207458338,336200,259483
241,0,1192332641,336200,259247
242,1,1201363604,336200,258008
243,0,1205648894,336200,257994
244,1,1208398331,336200,257873
245,1,1206002667,336200,257805
246,1,1205359429,336200,257765
247,0,1206130528,336200,257696
248,1,1192777129,336200,257520
249,0,1192332606,336200,257193
250,0,1201365377,336200,257001
251,1,1198804216,336200,256970
252,1,1208619403,336200,256513
253,1,1192901474,336200,256025
254,1,1206571933,336200,255985
255,0,1198954405,336200,255034
256,0,1206745707,336200,254929
257,0,1192332431,336200,254601
258,0,1192332626,336200,254512
259,1,1202251224,336200,253926
260,1,1206130522,336200,253593
261,1,1192661100,336200,253331
262,1,1206917695,336200,253206
263,1,1198512607,336200,252628
264,1,1192039083,336200,252474
265,1,1204675758,336200,251530
266,0,1192215581,336200,251296
267,0,1204310034,336200,251269
268,0,1192332669,336200,250989
269,1,1198512577,336200,250751
270,0,1192562538,336200,250727
271,1,1195150418,336200,250715
272,1,1204675854,336200,250087
273,1,1192332636,336200,249518
274,0,1192215538,336200,249371
275,1,1206419055,336200,249366
276,1,1198512657,336200,249232
277,1,1203866429,336200,249052
278,1,1192569085,336200,248897
279,1,1203864289,336200,248655
280,1,1198512610,336200,247871
281,0,1192332630,336200,246569
282,1,1200329565,336200,246250
283,1,1204500052,336200,246045
284,1,1207719165,336200,245937
285,1,1204228261,336200,245603
286,1,1198512557,336200,245576
287,1,1205373186,336200,245126
288,1,1207052156,336200,244462
289,0,1192332432,336200,244109
290,0,1193283277,336200,243626
291,1,1196022112,336200,243358
292,0,1192332697,336200,243127
293,0,1204415097,336200,242300
294,1,1198506095,336200,242251
295,1,1205359438,336200,241490
296,1,1206419026,336200,241256
297,0,1206401561,336200,241067
298,1,1204310063,336200,241023
299,1,1191974747,336200,240822
300,0,1192332637,336200,239956
301,1,1209519042,336200,239318
302,1,1205359429,336200,238630
303,1,1202837773,336200,238486
304,1,1198632821,336200,238480
305,1,1204398049,336200,237307
306,1,1206283680,336200,237080
307,1,1205373188,336200,236977
308,1,1206917691,336200,236531
309,1,1206419064,336200,235630
310,0,1205359484,336200,235564
311,1,1192574864,336200,235024
312,0,1203819884,336200,233780
313,1,1208619407,336200,233686
314,1,1206336245,336200,232798
315,1,1198966728,336200,232157
316,1,1208619398,336200,231954
317,1,1192157757,336200,231600
318,1,1198966731,336200,231431
319,0,1191900516,336200,231081
320,1,1203259585,336200,231044
321,1,1202251220,336200,230070
322,1,1198954405,336200,229669
323,0,1198953566,336200,229665
324,1,1195336030,336200,229608
325,1,1206745721,336200,229030
326,1,1192039083,336200,228903
327,1,1205592074,336200,228042
328,1,1193283272,336200,227199
329,1,1204228261,336200,226747
330,1,1205373188,336200,226491
331,1,1206419049,336200,226350
332,1,1202251187,336200,225631
333,1,1192332638,336200,225590
334,1,1191955869,336200,224162
335,1,1200256706,336200,223603
336,0,1198512551,336200,223415
337,1,1192332570,336200,222723
338,1,1206419087,336200,221825
339,1,1206745708,336200,221198
340,0,1192661091,336200,220954
341,0,1198506094,336200,220630
342,1,1204675724,336200,220486
343,1,1195150181,336200,220068
344,1,1195150499,336200,219756
345,1,1205359454,336200,219723
346,1,1205913939,336200,219107
347,0,1192570285,336200,219064
348,1,1200347775,336200,218888
349,0,1191900558,336200,218851
350,1,1205837013,336200,218800
351,0,1198953567,336200,218553
352,1,1204398050,336200,218195
353,0,1198506094,336200,217938
354,0,1192569082,336200,217801
355,1,1201363622,336200,217617
356,0,1192332591,336200,217559
357,1,1205913967,336200,217531
358,1,1192493986,336200,216380
359,0,1192136116,336200,216199
360,1,1206002643,336200,215884
361,0,1194301172,336200,214289
362,1,1206283664,336200,213371
363,0,1206503300,336200,212744
364,1,1198512617,336200,212685
365,0,1204473988,336200,212382
366,1,1204675757,336200,212210
367,1,1195336038,336200,211819
368,1,1192215535,336200,211734
369,1,1205723137,336200,211310
370,1,1206419050,336200,211298
371,1,1206642321,336200,211277
372,1,1193194566,336200,211230
373,1,1193194561,336200,210488
374,1,1192215675,336200,210206
375,1,1206283666,336200,210173
376,1,1207022333,336200,210135
377,1,1205913937,336200,210065
378,0,1192493958,336200,209309
379,1,1207719162,336200,209176
380,1,1207719167,336200,208224
381,0,1198953574,336200,208070
382,1,1204500053,336200,207450
383,1,1202251184,336200,206848
384,1,1204377052,336200,206538
385,1,1205359455,336200,206309
386,1,1192157760,336200,205998
387,1,1193194569,336200,205484
388,1,1191921588,336200,205307
389,1,1195150506,336200,204950
390,0,1192138215,336200,204880
391,1,1205359449,336200,204397
392,1,1192501013,336200,204045
393,1,1207288577,336200,203360
394,1,1205837009,336200,203231
395,1,1200175329,336200,203120
396,0,1191974743,336200,202540
397,1,1191963587,336200,202338
398,1,1199684059,336200,202293
399,0,1191900517,336200,202262
400,1,1202837783,336200,202199
401,1,1199907881,336200,201557
402,0,1203705621,336200,201518
403,1,1194301193,336200,200737
404,1,1205461250,336200,200733
405,1,1192332564,336200,199907
406,1,1205359431,336200,199710
407,1,1208619422,336200,199364
408,1,1206336246,336200,199228
409,1,1205913971,336200,198630
410,1,1204228235,336200,198577
411,0,1192157756,336200,198523
412,1,1203864288,336200,198277
413,1,1192094745,336200,198017
414,1,1206335316,336200,197936
415,1,1206819069,336200,197766
416,1,1207719166,336200,197613
417,1,1204844686,336200,197304
418,1,1205837016,336200,197171
419,1,1206480777,336200,197150
420,1,1204675738,336200,197036
421,1,1209519044,336200,196835
422,1,1205359410,336200,196453
423,1,1192094738,336200,196318
424,1,1205122151,336200,196176
425,1,1199684131,336200,195976
426,0,1204072612,336200,195618
427,0,1205913932,336200,195347
428,1,1209519048,336200,195201
429,1,1203705601,336200,195123
430,1,1206563472,336200,194933
431,1,1193596004,336200,194404
432,0,1192332434,336200,193876
433,0,1198512568,336200,193821
434,0,1204944660,336200,192992
435,0,1192332585,336200,192209
436,1,1206283690,336200,191670
437,1,1199907887,336200,191648
438,1,1208398334,336200,191407
439,0,1206774764,336200,191175
440,1,1200175325,336200,190602
441,1,1208398306,336200,189362
442,1,1204377047,336200,189246
443,1,1208398305,336200,188871
444,1,1206642331,336200,188797
445,1,1192501033,336200,188675
446,0,1202837791,336200,188573
447,0,1192901505,336200,188381
448,1,1192562509,336200,188378
449,1,1204844688,336200,188252
450,0,1192215626,336200,187604
451,0,1192493955,336200,187049
452,1,1205723129,336200,187027
453,1,1199684044,336200,186054
454,0,1192332597,336200,185742
455,0,1198953567,336200,184990
456,1,1204675853,336200,184519
457,0,1192332602,336200,184433
458,0,1206130531,336200,184117
459,0,1192094742,336200,183926
460,0,1198953568,336200,183884
461,0,1198953572,336200,183679
462,1,1193596022,336200,183453
463,1,1195150515,336200,183375
464,0,1203864286,336200,182099
465,1,1207288587,336200,181331
466,0,1200711863,336200,181133
467,0,1192332430,336200,180702
468,1,1193595992,336200,180400
469,1,1205359436,336200,179355
470,1,1204310060,336200,179252
471,0,1191921586,336200,178376
472,1,1199684109,336200,178017
473,0,1199907879,336200,177877
474,0,1191900540,336200,177489
475,1,1196022117,336200,176559
476,0,1192332586,336200,176011
477,1,1192493981,336200,175436
478,1,1204745676,336200,173983
479,1,1205913969,336200,173675
480,1,1206283670,336200,173394
481,1,1204310047,336200,173044
482,1,1202251222,336200,172341
483,0,1191900537,336200,171835
484,1,1204310036,336200,171671
485,1,1198953570,336200,171641
486,1,1203705631,336200,171437
487,1,1191974740,336200,171412
488,0,1205723135,336200,170742
489,1,1195336025,336200,170592
490,1,1206642323,336200,170523
491,1,1205359472,336200,169730
492,1,1206642322,336200,169407
493,1,1207022352,336200,168743
494,0,1206745717,336200,168141
495,1,1206480779,336200,166581
496,0,1205461302,336200,165723
497,1,1203705604,336200,165294
498,0,1192332654,336200,164770
499,0,1192498222,336200,164232
500,1,1198632866,336200,163175
501,1,1192501016,336200,162927
502,0,1192332563,336200,162393
503,1,1206745710,336200,161819
504,0,1204024911,336200,161807
505,1,1192184703,336200,161097
506,0,1205359484,336200,160976
507,1,1206745709,336200,160856
508,1,1193595995,336200,160137
509,0,1192094741,336200,159934
510,1,1205370107,336200,159574
511,1,1202251159,336200,159560
512,0,1192463717,336200,159333
513,1,1206642327,336200,158945
514,1,1206419063,336200,158884
515,1,1205913968,336200,158074
516,1,1206230956,336200,157914
517,1,1206419091,336200,157074
518,1,1201363610,336200,156093
519,1,1205913964,336200,154910
520,0,1198804215,336200,154448
521,1,1199684052,336200,154358
522,1,1194301175,336200,154322
523,0,1191199787,336200,153620
524,1,1205913930,336200,153528
525,1,1196022087,336200,152719
526,0,1192661090,336200,152331
527,1,1204946031,336200,151800
528,0,1209519047,336200,151008
529,1,1202837786,336200,150911
530,1,1206745744,336200,150464
531,1,1199684056,336200,150456
532,1,1202837770,336200,150337
533,1,1204745678,336200,150238
534,1,1192215618,336200,149955
535,1,1193194558,336200,149922
536,1,1200016747,336200,149503
537,1,1198512647,336200,148898
538,1,1192153218,336200,148855
539,1,1208619408,336200,148595
540,1,1194301192,336200,147684
541,1,1202251215,336200,147672
542,1,1205592077,336200,147445
543,1,1198512604,336200,147439
544,1,1207458316,336200,147011
545,1,1204502329,336200,146656
546,1,1206811015,336200,145949
547,1,1203705632,336200,143890
548,1,1205359460,336200,143787
549,0,1205723131,336200,143766
550,1,1192590486,336200,143623
551,1,1198512657,336200,143308
552,0,1198954076,336200,143293
553,1,1202251164,336200,142404
554,1,1205913967,336200,141640
555,1,1195150520,336200,141274
556,1,1199907884,336200,141135
557,0,1192332647,336200,140623
558,1,1202251225,336200,140133
559,1,1192215629,336200,140132
560,1,1191974746,336200,139893
561,1,1209519045,336200,139750
562,1,1204072601,336200,139517
563,0,1195150175,336200,139259
564,1,1199907981,336200,138537
565,1,1205359436,336200,138483
566,0,1204228262,336200,137408
567,1,1204762509,336200,137157
568,0,1205359485,336200,136889
569,1,1198506102,336200,135937
570,1,1193194555,336200,135550
571,1,1198512604,336200,135152
572,1,1206419028,336200,134733
573,0,1192136115,336200,134664
574,0,1192039081,336200,133746
575,0,1192332612,336200,133339
576,0,1192332577,336200,133259
577,1,1195150471,336200,132835
578,1,1206536636,336200,132192
579,0,1191900559,336200,132111
580,1,1201363612,336200,130779
581,0,1205359486,336200,130316
582,0,1192332598,336200,130260
583,1,1200327873,336200,130168
584,1,1203804301,336200,129722
585,1,1191199789,336200,129535
586,0,1192523116,336200,129511
587,1,1205592082,336200,128841
588,1,1204072610,336200,128786
589,1,1206130526,336200,128644
590,1,1206130524,336200,128585
591,0,1192498221,336200,127771
592,1,1206917688,336200,126590
593,1,1192215579,336200,126453
594,0,1192136118,336200,125769
595,1,1202837773,336200,125692
596,1,1206650605,336200,125445
597,1,1206650604,336200,124888
598,1,1204500051,336200,124154
599,1,1195150504,336200,123296
600,1,1196022099,336200,123188
601,1,1206503303,336200,123100
602,1,1199684030,336200,122932
603,1,1206002665,336200,122837
604,0,1192332646,336200,122400
605,1,1196022122,336200,122215
606,0,1191974744,336200,121618
607,1,1195150487,336200,120208
608,1,1200327875,336200,119649
609,1,1193596027,336200,119407
610,0,1192332668,336200,119208
611,1,1207022344,336200,118756
612,1,1206745719,336200,118281
613,0,1192332600,336200,117528
614,1,1204675855,336200,117509
615,1,1202251195,336200,117193
616,1,1192501623,336200,116598
617,1,1205461229,336200,116250
618,1,1206536637,336200,116150
619,1,1205953598,336200,115277
620,0,1201365382,336200,115076
621,1,1205122152,336200,114963
622,1,1192777126,336200,113704
623,0,1192140929,336200,113671
624,1,1203112852,336200,113521
625,1,1191921581,336200,113261
626,0,1200711861,336200,112884
627,0,1198632853,336200,112748
628,1,1192523113,336200,112175
629,1,1204310047,336200,111998
630,1,1198512614,336200,111538
631,1,1203804302,336200,110722
632,1,1193596008,336200,110414
633,1,1198512548,336200,110112
634,1,1192493957,336200,110017
635,1,1192661088,336200,109429
636,0,1198954078,336200,109419
637,1,1207022342,336200,108178
638,0,1191921621,336200,106975
639,1,1200256702,336200,105829
640,1,1204228260,336200,105679
641,1,1195150202,336200,105115
642,1,1196022088,336200,104333
643,1,1205723130,336200,103954
644,1,1204844682,336200,103718
645,1,1205913932,336200,103131
646,1,1207121354,336200,102568
647,0,1192332629,336200,102433
648,0,1191900541,336200,102232
649,1,1202837773,336200,102032
650,1,1200711813,336200,100370
651,0,1200711801,336200,99051
652,0,1192332572,336200,98924
653,1,1205003815,336200,98855
654,1,1192758464,336200,98465
655,1,1205359435,336200,98373
656,1,1201143845,336200,98363
657,0,1192562520,336200,98102
658,0,1205461250,336200,98094
659,1,1200016747,336200,97410
660,1,1204992569,336200,97407
661,1,1204310054,336200,97151
662,1,1208398333,336200,96505
663,1,1199684134,336200,96452
664,1,1205003814,336200,96140
665,1,1208619400,336200,96108
666,1,1202837813,336200,96063
667,0,1207288576,336200,94530
668,0,1206563468,336200,94445
669,1,1208619398,336200,93909
670,1,1193596002,336200,93772
671,0,1192332573,336200,93650
672,1,1204745683,336200,93630
673,1,1204072598,336200,93460
674,1,1205122154,336200,93233
675,0,1192332697,336200,93118
676,1,1202949501,336200,93024
677,1,1192569597,336200,92888
678,1,1204072599,336200,91187
679,1,1204675860,336200,91114
680,0,1202251170,336200,90444
681,1,1193596007,336200,90246
682,0,1192332565,336200,90237
683,1,1206419048,336200,88210
684,1,1207416556,336200,87699
685,1,1192562542,336200,87617
686,1,1205079825,336200,87393
687,0,1206480782,336200,87202
688,1,1198512656,336200,87186
689,1,1205359456,336200,87126
690,1,1194307418,336200,86555
691,1,1205359432,336200,86524
692,1,1202251218,336200,86490
693,1,1207458341,336200,86409
694,1,1192574861,336200,86391
695,1,1208398331,336200,85908
696,1,1192501008,336200,85901
697,0,1192332664,336200,85675
698,1,1194307417,336200,84939
699,1,1192729984,336200,84814
700,0,1204072603,336200,84544
701,0,1198506096,336200,83018
702,1,1202837793,336200,82575
703,1,1207719170,336200,81697
704,1,1206503296,336200,81647
705,1,1206230955,336200,81333
706,1,1192136110,336200,80836
707,0,1198632868,336200,80635
708,0,1198632853,336200,80505
709,1,1194301201,336200,79879
710,0,1198954077,336200,79818
711,0,1198512547,336200,79051
712,0,1198953568,336200,78680
713,1,1206563467,336200,78626
714,1,1206563471,336200,78203
715,1,1206946795,336200,76462
716,1,1194301166,336200,76287
717,1,1208619412,336200,75565
718,1,1205359412,336200,75227
719,1,1198804207,336200,74981
720,1,1198512552,336200,74910
721,1,1206745711,336200,74586
722,0,1192332623,336200,74150
723,1,1204472812,336200,73647
724,1,1204675739,336200,73454
725,1,1205913940,336200,73323
726,1,1204072606,336200,73196
727,1,1199684065,336200,72759
728,0,1191921584,336200,72547
729,1,1200711811,336200,72539
730,1,1193595984,336200,72501
731,1,1204944661,336200,70873
732,1,1205648896,336200,70638
733,0,1200711862,336200,70344
734,1,1204762511,336200,70126
735,1,1204675858,336200,70012
736,1,1200347778,336200,69817
737,0,1192569088,336200,69367
738,1,1199684037,336200,68880
739,1,1207288579,336200,68609
740,1,1206480785,336200,68415
741,1,1205461228,336200,68158
742,0,1192332667,336200,68001
743,1,1206917690,336200,67736
744,1,1192901479,336200,67189
745,1,1200317893,336200,66789
746,1,1204415094,336200,66504
747,0,1192332567,336200,66332
748,1,1206230957,336200,66222
749,1,1195150495,336200,65985
750,1,1205359471,336200,65731
751,1,1202251217,336200,65112
752,1,1199684043,336200,64707
753,1,1204379549,336200,64512
754,1,1193596028,336200,63923
755,1,1204474001,336200,63301
756,1,1199684069,336200,62871
757,1,1204310065,336200,62730
758,1,1192562522,336200,62161
759,1,1203819883,336200,61892
760,1,1192153222,336200,61414
761,1,1205359411,336200,61370
762,1,1206480778,336200,61252
763,1,1199113463,336200,60788
764,1,1200256681,336200,60022
765,1,1193283279,336200,59776
766,0,1200256704,336200,59378
767,0,1192332665,336200,59112
768,1,1195150210,336200,59046
769,0,1192332622,336200,58960
770,1,1207022331,336200,58609
771,1,1203259586,336200,58406
772,0,1195150422,336200,58324
773,1,1191955785,336200,57669
774,0,1192569582,336200,57402
775,1,1204472798,336200,56833
776,0,1203804385,336200,56513
777,0,1192332607,336200,56180
778,1,1204072596,336200,54889
779,0,1203864273,336200,54152
780,0,1192140929,336200,53761
781,1,1206774765,336200,53465
782,1,1204992570,336200,52855
783,1,1208619401,336200,52571
784,1,1204398047,336200,52009
785,1,1202949506,336200,51753
786,1,1194301192,336200,51218
787,1,1194301171,336200,51101
788,1,1203819980,336200,50980
789,0,1203866427,336200,50414
790,1,1206745743,336200,49923
791,0,1191921650,336200,49524
792,1,1204675729,336200,49329
793,1,1204944659,336200,49111
794,1,1206503293,336200,48316
795,1,1198632826,336200,47432
796,1,1192137687,336200,47133
797,1,1195150492,336200,47037
798,1,1192332608,336200,46957
799,1,1194301170,336200,46898
800,1,1201143848,336200,46705
801,1,1204072605,336200,46374
802,0,1203705613,336200,45887
803,1,1192547792,336200,45776
804,0,1202251178,336200,45682
805,0,1200711864,336200,45642
806,1,1203705611,336200,45409
807,1,1202251162,336200,44736
808,1,1204228236,336200,43839
809,1,1205648898,336200,43243
810,1,1192386329,336200,42996
811,1,1205359440,336200,42631
812,0,1198953571,336200,41530
813,1,1200711806,336200,41435
814,1,1195150199,336200,41097
815,1,1198512613,336200,40141
816,1,1206480780,336200,39857
817,0,1198954077,336200,38177
818,1,1207022341,336200,36737
819,1,1202251179,336200,36609
820,0,1207052156,336200,35833
821,1,1207022349,336200,35726
822,1,1194301184,336200,34827
823,1,1203709858,336200,34587
824,0,1191921619,336200,34205
825,0,1206335067,336200,34117
826,0,1204502369,336200,33994
827,1,1192153213,336200,33788
828,0,1192570284,336200,33033
829,1,1195150193,336200,32501
830,1,1204762510,336200,32285
831,0,1203864275,336200,32241
832,1,1201143836,336200,32026
833,1,1206002652,336200,31437
834,1,1199684129,336200,30434
835,1,1204394526,336200,30432
836,1,1200327874,336200,30207
837,0,1191900566,336200,29951
838,0,1204472809,336200,29948
839,1,1192570280,336200,29912
840,1,1204310052,336200,29361
841,1,1192661103,336200,28752
842,0,1192184711,336200,28570
843,1,1203705621,336200,28251
844,1,1207052155,336200,27966
845,0,1191900519,336200,27285
846,1,1198512648,336200,26725
847,1,1192039075,336200,26037
848,1,1200175333,336200,25648
849,1,1204377049,336200,25199
850,1,1191900538,336200,24378
851,1,1201365378,336200,23545
852,1,1208619406,336200,23185
853,1,1195150496,336200,22907
854,0,1200317916,336200,22445
855,0,1200317914,336200,22098
856,1,1193595988,336200,20929
857,1,1202837775,336200,20582
858,1,1192215672,336200,20516
859,1,1202251169,336200,19709
860,0,1191199783,336200,19223
861,1,1198512553,336200,18534
862,1,1204745681,336200,18428
863,1,1208619396,336200,18295
864,1,1206336247,336200,18266
865,1,1192901480,336200,18184
866,0,1191900554,336200,18058
867,1,1204072597,336200,18008
868,1,1202251174,336200,17984
869,1,1205592084,336200,17822
870,1,1193596009,336200,17590
871,1,1206745720,336200,17064
872,0,1192184706,336200,16339
873,0,1201143860,336200,15991
874,1,1192463716,336200,15223
875,0,1209519043,336200,14960
876,0,1191900569,336200,14211
877,1,1192463711,336200,14085
878,1,1192661097,336200,13778
879,1,1204310061,336200,13665
880,0,1191921624,336200,13656
881,1,1193596001,336200,13264
882,1,1192493953,336200,13048
883,1,1205648897,336200,12347
884,1,1204310056,336200,11954
885,1,1208619411,336200,10640
886,0,1192184707,336200,10447
887,1,1209519046,336200,10035
888,0,1195150253,336200,9447
889,1,1205359453,336200,9377
890,1,1204675731,336200,9261
891,0,1192562541,336200,9189
892,1,1206002669,336200,7965
893,1,1204502371,336200,7550
894,1,1192153244,336200,6889
895,1,1192547798,336200,6706
896,0,1190989293,336200,6648
897,1,1200711809,336200,6060
898,1,1192039082,336200,4956
899,1,1207052155,336200,4369
900,1,1206563471,336200,4225
901,1,1198512555,336200,3860
902,1,1206283690,336200,3193
903,0,1201143830,336200,3045
904,1,1198512642,336200,2259
905,1,1193595996,336200,2106
906,1,1198512567,336200,1938
907,0,1206401561,336200,1749
908,1,1192215539,336200,1256
909,1,1206480781,336200,1209
910,0,1191900543,336200,752
911,1,1193194557,336200,715
912,0,1194301181,336200,673
913,0,1151344500,336196,326248
914,1,1166485107,336196,307952
915,1,1196911184,336196,281459
916,0,1164679231,336196,278255
917,1,1196911175,336196,266933
918,1,1202700580,336196,258782
919,1,1199061430,336196,252915
920,1,1172508536,336196,245744
921,1,1196911180,336196,243358
922,0,1151344767,336196,227182
923,1,1198198286,336196,216806
924,1,1155169154,336196,199299
925,0,1151344444,336196,171835
926,1,1155702935,336196,162890
927,1,1193009912,336196,160137
928,0,1166485400,336196,108416
929,1,1198198265,336196,99535
930,0,1244672719,336196,85371
931,1,1199061477,336196,60788
