,1246573330,318,1
367,1246617240,203230,1
368,1246570962,204744,1
369,1246571874,206909,1
370,1246599894,208146,1
371,1246571012,208172,1
372,1246579727,208361,1
373,1246730053,208400,1
374,1246649645,210043,1
375,1246576979,210068,1
376,1246587956,210746,1
377,1246571466,210835,1
378,1246574844,211933,1
379,1246568953,213001,1
380,1246569857,213356,1
381,1246628257,213917,1
382,1246583846,214113,1
383,1246572485,215558,1
384,1246642105,216014,1
385,1246600776,216510,1
386,1246592631,216574,1
387,1246572935,216588,1
388,1246722496,216923,1
389,1246570940,217111,1
390,1246572335,217598,1
391,1246573193,217607,1
392,1246593026,218918,1
393,1246587392,221119,1
394,1246570880,221277,1
395,1246572593,222409,1
396,1246645859,222849,1
397,1246573521,223529,1
398,1246593722,223927,1
399,1246570796,224393,1
400,1246595085,224933,1
401,1246571422,225883,1
402,1246571626,226423,1
403,1246576391,227077,1
404,1246581132,227257,1
405,1246595776,227753,1
406,1246588026,228582,1
407,1246628019,228648,1
408,1246598717,228729,1
409,1246572246,228994,1
410,1246580007,229580,1
411,1246665373,231269,1
412,1246576875,231399,1
413,1246601741,232049,1
414,1246574891,232293,1
415,1246619381,232511,1
416,1246589234,232765,1
417,1246577222,233459,1
418,1246570580,234015,1
419,1246569876,234142,1
420,1246572641,234850,1
421,1246637101,235564,1
422,1246585085,236170,1
423,1246569557,236278,1
424,1246564907,237142,1
425,1246574318,239639,1
426,1246597770,242159,1
427,1246569737,242646,1
428,1246590078,243456,1
429,1246570842,244575,1
430,1246641923,244702,1
431,1246629726,247707,1
432,1246571304,248433,1
433,1246572727,248526,1
434,1246586201,248652,1
435,1246626047,250113,1
436,1246573149,250512,1
437,1246585423,250596,1
438,1246577943,251084,1
439,1246572364,252323,1
440,1246571849,252355,1
441,1246570552,252725,1
442,1246597250,253285,1
443,1246571962,253499,1
444,1246570226,254072,1
445,1246578504,254347,1
446,1246609092,254626,1
447,1246571737,254979,1
448,1246594885,255270,1
449,1246594880,255517,1
450,1246576977,255710,1
451,1246572642,256246,1
452,1246575321,257465,1
453,1246685467,258337,1
454,1246570521,260079,1
455,1246570617,260504,1
456,1246618799,261038,1
457,1246570917,261618,1
458,1246569982,262599,1
459,1246571834,262953,1
460,1246573923,263215,1
461,1246587639,263629,1
462,1246571569,263856,1
463,1246580454,264114,1
464,1246582568,264135,1
465,1246565456,265574,1
466,1246584448,265594,1
467,1246576525,265669,1
468,1246571369,265884,1
469,1246572521,265988,1
470,1246570285,267590,1
471,1246571435,268237,1
472,1246587931,268302,1
473,1246575973,269339,1
474,1246588577,269430,1
475,1246682575,270796,1
476,1246569899,271096,1
477,1246575946,272179,1
478,1246719859,273087,1
479,1246564583,274161,1
480,1246572577,274332,1
481,1246571415,274364,1
482,1246574388,274699,1
483,1246570473,275845,1
484,1246566675,276160,1
485,1246591992,278326,1
486,1246588732,278559,1
487,1246570294,278725,1
488,1246574038,279875,1
489,1246601006,280700,1
490,1246573398,280971,1
491,1246619385,281577,1
492,1246643730,282055,1
493,1246687903,282134,1
494,1246572108,282948,1
495,1246574631,283084,1
496,1246589943,284597,1
497,1246684939,285540,1
498,1246572253,287041,1
499,1246570946,287231,1
500,1246573326,287707,1
501,1246594927,287831,1
502,1246646246,288170,1
503,1246577360,288643,1
504,1246563958,289394,1
505,1246622304,290215,1
506,1246567389,291365,1
507,1246563862,291850,1
508,1246573744,291970,1
509,1246573082,292170,1
510,1246564109,292249,1
511,1246578764,293908,1
512,1246647111,294046,1
513,1246575082,294144,1
514,1246574338,294371,1
515,1246635731,295269,1
516,1246565063,295716,1
517,1246572319,296334,1
518,1246588954,296942,1
519,1246607266,297627,1
520,1246570909,298705,1
521,1246563836,299620,1
522,1246581279,299663,1
523,1246588279,300920,1
524,1246573677,301354,1
525,1246586462,301603,1
526,1246564082,302110,1
527,1246571727,302530,1
528,1246589900,302645,1
529,1246572517,303216,1
530,1246571665,303300,1
531,1246572484,303392,1
532,1246655701,303778,1
533,1246571568,304822,1
534,1246575680,305032,1
535,1246569513,305182,1
536,1246567169,305684,1
537,1246563451,308947,1
538,1246571258,309715,1
539,1246571090,309926,1
540,1246572081,310316,1
541,1246572804,310354,1
542,1246571337,311155,1
543,1246572467,311368,1
544,1246595585,311566,1
545,1246571240,311809,1
546,1246573911,312155,1
547,1246574484,312621,1
548,1246573128,313274,1
549,1246568502,314305,1
550,1246563518,314417,1
551,1246572474,314628,1
552,1246591625,315795,1
553,1246583471,315839,1
554,1246570156,317040,1
555,1246570043,317687,1
556,1246571051,318169,1
557,1246574280,318198,1
558,1246571993,319399,1
559,1246565532,319770,1
560,1246573443,320108,1
561,1246572299,320759,1
562,1246569734,321235,1
563,1246576739,321238,1
564,1246571335,321293,1
565,1246564332,321735,1
566,1246571821,322949,1
567,1246597142,324145,1
568,1246641670,325895,1
569,1246570395,326010,1
570,1246570995,330208,1
571,1246617629,330235,1
572,1246575183,330324,1
573,1246571333,330407,1
574,1246645163,332209,1
575,1246762227,332383,1
576,1246637371,332472,1
577,1246634193,333068,1
578,1246575387,334969,1
579,1246601428,334983,1
580,1246573823,334986,1
581,1246597505,336199,1
582,1246570320,503,2
583,1246570719,1008,2
584,1246608751,2403,2
585,1246567786,4868,2
586,1246583024,5220,2
587,1246573317,5333,2
588,1246571691,6460,2
589,1246576271,7808,2
590,1246600205,8131,2
591,1246592075,9994,2
592,1246563785,10223,2
593,1246635992,10305,2
594,1246569111,11037,2
595,1246567714,11219,2
596,1246569819,11827,2
597,1246578253,14211,2
598,1246588289,14838,2
599,1246576629,15197,2
600,1246571268,15453,2
601,1246642892,15527,2
602,1246564507,15866,2
603,1246565727,16047,2
604,1246574148,16255,2
605,1246572522,16339,2
606,1246561176,17483,2
607,1246647266,17687,2
608,1246574494,18849,2
609,1246649924,20413,2
610,1246572082,20793,2
611,1246607614,21718,2
612,1246570741,23560,2
613,1246566778,23921,2
614,1246591613,24371,2
615,1246569860,25151,2
616,1246625039,25440,2
617,1246759481,25693,2
618,1246575478,26712,2
619,1246571291,26800,2
620,1246589261,27130,2
621,1246569946,27203,2
622,1246606272,27233,2
623,1246626242,27241,2
624,1246589746,27526,2
625,1246591000,29393,2
626,1246584939,30225,2
627,1246573771,30539,2
628,1246574911,31529,2
629,1246621131,32028,2
630,1246566884,32947,2
631,1246566778,34608,2
632,1246568459,35478,2
633,1246574221,36210,2
634,1246793157,38257,2
635,1246577671,38479,2
636,1246575586,38759,2
637,1246573120,40875,2
638,1246560688,42086,2
639,1246566876,42648,2
640,1246565431,43859,2
641,1246631231,44249,2
642,1246565242,45567,2
643,1246643854,49203,2
644,1246574865,49308,2
645,1246602672,50354,2
646,1246574096,51027,2
647,1246594457,51558,2
648,1246572630,53074,2
649,1246594164,53196,2
650,1246585117,55264,2
651,1246604346,55384,2
652,1246574625,55943,2
653,1246595144,56213,2
654,1246573268,57322,2
655,1246585636,57587,2
656,1246571146,59154,2
657,1246577852,59733,2
658,1246570308,60057,2
659,1246571438,60838,2
660,1246560316,60931,2
661,1246593173,62336,2
662,1246582961,62572,2
663,1246561752,65398,2
664,1246762254,69915,2
665,1246640738,71098,2
666,1246606802,71107,2
667,1246608995,71535,2
668,1246579605,74387,2
669,1246573068,75716,2
670,1246636795,76677,2
671,1246619701,77722,2
672,1246577894,77762,2
673,1246575358,77773,2
674,1246586283,78046,2
675,1246570505,78352,2
676,1246663316,78426,2
677,1246570959,78709,2
678,1246594037,79305,2
679,1246570832,79585,2
680,1246579242,80950,2
681,1246563732,83686,2
682,1246561582,83820,2
683,1246574087,84894,2
684,1246561339,85031,2
685,1246672277,85087,2
686,1246572219,90006,2
687,1246570158,90015,2
688,1246560691,90782,2
689,1246609108,91244,2
690,1246573668,91562,2
691,1246655454,93316,2
692,1246562205,93874,2
693,1246573364,94387,2
694,1246581649,94716,2
695,1246578573,99612,2
696,1246571446,101737,2
697,1246570789,102022,2
698,1246571907,102349,2
699,1246579018,103354,2
700,1246600076,104735,2
701,1246570727,105175,2
702,1246578028,106523,2
703,1246570611,107290,2
704,1246573959,109431,2
705,1246576527,109640,2
706,1246598436,109792,2
707,1246590078,110226,2
708,1246567157,110510,2
709,1246571967,111014,2
710,1246586235,111290,2
711,1246571309,111575,2
712,1246569844,112971,2
713,1246580604,113718,2
714,1246569837,113882,2
715,1246569297,115489,2
716,1246570087,117827,2
717,1246571847,119589,2
718,1246569480,120713,2
719,1246610380,120819,2
720,1246561309,124062,2
721,1246704980,126245,2
722,1246569033,126414,2
723,1246572480,127593,2
724,1246582859,128112,2
725,1246559950,128200,2
726,1246590000,128285,2
727,1246574248,129374,2
728,1246569778,130348,2
729,1246601998,130593,2
730,1246607460,131219,2
731,1246592945,132384,2
732,1246643622,132423,2
733,1246600798,132695,2
734,1246573465,132906,2
735,1246560823,133867,2
736,1246652703,136953,2
737,1246560379,138221,2
738,1246569257,138630,2
739,1246621761,138945,2
740,1246639835,139121,2
741,1246663325,139194,2
742,1246571781,139498,2
743,1246651249,142679,2
744,1246580194,144554,2
745,1246559973,147725,2
746,1246569358,148202,2
747,1246574316,150442,2
748,1246565039,150899,2
749,1246580983,151211,2
750,1246569171,152164,2
751,1246607452,152317,2
752,1246580753,152434,2
753,1246762361,152571,2
754,1246581833,152722,2
755,1246570733,152813,2
756,1246577286,153393,2
757,1246588026,153692,2
758,1246584593,153806,2
759,1246567749,154305,2
760,1246573051,156708,2
761,1246574211,156715,2
762,1246589030,159970,2
763,1246566870,161106,2
764,1246568513,161191,2
765,1246562302,161333,2
766,1246573908,163246,2
767,1246632584,164060,2
768,1246571503,166895,2
769,1246569551,167181,2
770,1246570959,167214,2
771,1246610503,167649,2
772,1246570938,167861,2
773,1246561972,169338,2
774,1246601323,169812,2
775,1246587066,170286,2
776,1246574175,170421,2
777,1246571417,171701,2
778,1246610700,172307,2
779,1246569348,176808,2
780,1246569887,180529,2
781,1246578882,181136,2
782,1246571017,181804,2
783,1246583695,183142,2
784,1246569352,186308,2
785,1246569517,186825,2
786,1246560417,187459,2
787,1246573812,188718,2
788,1246573036,188948,2
789,1246581415,189657,2
790,1246699723,189873,2
791,1246569491,193870,2
792,1246570225,195198,2
793,1246567857,195224,2
794,1246572867,195370,2
795,1246569548,196241,2
796,1246600105,196286,2
797,1246563023,197766,2
798,1246588669,198605,2
799,1246562985,199941,2
800,1246570143,200313,2
801,1246571658,200835,2
802,1246563143,201274,2
803,1246595810,202320,2
804,1246561565,202320,2
805,1246627720,204372,2
806,1246610101,204471,2
807,1246572908,204660,2
808,1246590071,205472,2
809,1246572437,205747,2
810,1246583830,206418,2
811,1246571119,206641,2
812,1246570800,207057,2
813,1246570075,208159,2
814,1246571038,208172,2
815,1246585750,208716,2
816,1246577134,210068,2
817,1246575623,211825,2
818,1246662118,211827,2
819,1246571037,212144,2
820,1246584077,212253,2
821,1246596556,212449,2
822,1246594044,213093,2
823,1246570961,214223,2
824,1246568482,214434,2
825,1246632409,214531,2
826,1246571731,214920,2
827,1246565743,215010,2
828,1246564107,215493,2
829,1246570394,215766,2
830,1246598686,216738,2
831,1246722824,216923,2
832,1246569837,217559,2
833,1246617050,219516,2
834,1246571680,219719,2
835,1246569106,220371,2
836,1246574428,221211,2
837,1246570706,221352,2
838,1246569405,221746,2
839,1246572551,223058,2
840,1246655285,224236,2
841,1246571059,224466,2
842,1246565100,226264,2
843,1246570982,226472,2
844,1246572778,229068,2
845,1246614641,229153,2
846,1246581705,229160,2
847,1246570881,229623,2
848,1246571009,230584,2
849,1246665378,231269,2
850,1246577082,231399,2
851,1246560593,233093,2
852,1246559950,233095,2
853,1246585246,233292,2
854,1246606865,234494,2
855,1246637124,235564,2
856,1246595486,236034,2
857,1246560585,237142,2
858,1246570139,240155,2
859,1246632983,240915,2
860,1246570368,241633,2
861,1246572713,241714,2
862,1246566832,242230,2
863,1246671176,242493,2
864,1246572411,244906,2
865,1246564121,246132,2
866,1246571763,247381,2
867,1246629729,247707,2
868,1246571586,247843,2
869,1246569877,249163,2
870,1246568977,250189,2
871,1246608734,250262,2
872,1246571862,250508,2
873,1246577946,251084,2
874,1246569561,251140,2
875,1246597428,251308,2
876,1246669455,251393,2
877,1246575192,251407,2
878,1246569286,251948,2
879,1246658645,252279,2
880,1246570896,252976,2
881,1246562206,253029,2
882,1246572164,253378,2
883,1246578512,254347,2
884,1246609118,254626,2
885,1246583148,255195,2
886,1246570324,255252,2
887,1246627466,255693,2
888,1246599224,256700,2
889,1246576540,257465,2
890,1246685449,258337,2
891,1246570239,259020,2
892,1246568525,259694,2
893,1246571291,260305,2
894,1246628272,260362,2
895,1246577726,262446,2
896,1246572064,262895,2
897,1246717537,263922,2
898,1246582575,264135,2
899,1246563298,265574,2
900,1246571371,265884,2
901,1246570574,265960,2
902,1246569841,265967,2
903,1246594377,266338,2
904,1246571427,267885,2
905,1246587933,268302,2
906,1246561682,268840,2
907,1246588584,269430,2
908,1246571093,269508,2
909,1246588583,269549,2
910,1246574980,271459,2
911,1246569152,271486,2
912,1246570075,272118,2
913,1246568857,274161,2
914,1246594652,275498,2
915,1246640970,275577,2
916,1246566964,276160,2
917,1246602689,276893,2
918,1246570762,278673,2
919,1246572700,281274,2
920,1246559969,281734,2
921,1246581663,284534,2
922,1246567162,286823,2
923,1246572256,287041,2
924,1246567831,291365,2
925,1246574126,291970,2
926,1246565642,292258,2
927,1246577875,294804,2
928,1246635893,295269,2
929,1246564918,295716,2
930,1246567431,296522,2
931,1246607555,297627,2
932,1246570943,299351,2
933,1246569674,299839,2
934,1246587826,299884,2
935,1246596547,299931,2
936,1246570867,300972,2
937,1246561810,302110,2
938,1246560922,306195,2
939,1246591543,306757,2
940,1246566113,307201,2
941,1246579725,308571,2
942,1246569754,308964,2
943,1246571264,309715,2
944,1246569134,310354,2
945,1246573918,312155,2
946,1246570164,312497,2
947,1246574480,312621,2
948,1246581051,313667,2
949,1246569456,314628,2
950,1246569225,314671,2
951,1246583474,315839,2
952,1246583128,318503,2
953,1246571995,319399,2
954,1246565581,319770,2
955,1246569399,321735,2
956,1246571824,322949,2
957,1246574642,323513,2
958,1246562144,323695,2
959,1246592931,324368,2
960,1246567908,324632,2
961,1246641674,325895,2
962,1246560534,326891,2
963,1246570181,327065,2
964,1246571230,327130,2
965,1246570974,327999,2
966,1246563618,330732,2
967,1246674566,331661,2
968,1246645599,331664,2
969,1246572912,332472,2
970,1246569360,334281,2
971,1246643837,334986,2
972,1246559790,335404,2
973,1246567063,711,3
974,1246639366,967,3
975,1246571589,1130,3
976,1246562771,1256,3
977,1246564580,3143,3
978,1246575549,4326,3
979,1246570284,5862,3
980,1246575959,6389,3
981,1246564136,6920,3
982,1246562825,7395,3
983,1246565268,7689,3
984,1246561638,8391,3
985,1246562001,9301,3
986,1246562672,10324,3
987,1246564432,10453,3
988,1246564266,11721,3
989,1246646967,12264,3
990,1246565559,13028,3
991,1246564249,14204,3
992,1246562203,14328,3
993,1246576295,15197,3
994,1246650255,15481,3
995,1246693397,15522,3
996,1246563730,15680,3
997,1246563895,16339,3
998,1246561798,17141,3
999,1246588958,17290,3
1000,1246650204,20413,3
1001,1246572265,20438,3
1002,1246564850,20723,3
1003,1246702728,22102,3
1004,1246583653,22196,3
1005,1246563632,22252,3
1006,1246561257,22815,3
1007,1246564599,22965,3
1008,1246562279,23137,3
1009,1246575167,23276,3
1010,1246567762,24259,3
1011,1246564217,24371,3
1012,1246566091,26069,3
1013,1246566339,26687,3
1014,1246589596,27130,3
1015,1246586447,27371,3
1016,1246564786,27549,3
1017,1246565255,27927,3
1018,1246570092,29446,3
1019,1246564945,30461,3
1020,1246562258,30766,3
1021,1246564680,31318,3
1022,1246574878,31328,3
1023,1246576283,32640,3
1024,1246630541,32668,3
1025,1246573143,33033,3
1026,1246577398,35405,3
1027,1246564146,35721,3
1028,1246561533,36056,3
1029,1246566515,36512,3
1030,1246620244,36518,3
1031,1246564973,36745,3
1032,1246566198,37649,3
1033,1246567686,37668,3
1034,1246562795,38461,3
1035,1246577703,38479,3
1036,1246565858,38519,3
1037,1246582067,38755,3
1038,1246565686,39414,3
1039,1246566524,39861,3
1040,1246565378,40286,3
1041,1246572488,40372,3
1042,1246582662,41610,3
1043,1246566875,42198,3
1044,1246576086,43152,3
1045,1246566768,43738,3
1046,1246651948,43859,3
1047,1246563873,44367,3
1048,1246565975,44393,3
1049,1246562058,44544,3
1050,1246566644,45241,3
1051,1246562225,45677,3
1052,1246592191,46267,3
1053,1246636232,48162,3
1054,1246570444,48331,3
1055,1246568897,48480,3
1056,1246568402,49328,3
1057,1246567000,49393,3
1058,1246603733,50718,3
1059,1246600052,50919,3
1060,1246574671,51283,3
1061,1246611034,51399,3
1062,1246565544,51469,3
1063,1246594802,51848,3
1064,1246561800,53085,3
1065,1246562035,53225,3
1066,1246652322,53373,3
1067,1246563782,53408,3
1068,1246563953,55054,3
1069,1246567431,55063,3
1070,1246638945,55390,3
1071,1246564334,55640,3
1072,1246650201,57306,3
1073,1246577969,57840,3
1074,1246562025,58073,3
1075,1246570177,58611,3
1076,1246572254,58895,3
1077,1246624168,59345,3
1078,1246565561,59790,3
1079,1246703895,60650,3
1080,1246566591,60931,3
1081,1246565759,61273,3
1082,1246588066,61900,3
1083,1246573348,62776,3
1084,1246567227,63620,3
1085,1246564603,63669,3
1086,1246565990,64359,3
1087,1246597097,64681,3
1088,1246577599,65037,3
1089,1246680316,65630,3
1090,1246566067,65820,3
1091,1246594025,66257,3
1092,1246562811,66515,3
1093,1246563804,67035,3
1094,1246576326,67461,3
1095,1246565846,68752,3
1096,1246566486,69604,3
1097,1246567425,70590,3
1098,1246572713,71055,3
1099,1246564877,71228,3
1100,1246581672,71691,3
1101,1246563520,72170,3
1102,1246566487,73391,3
1103,1246571160,73511,3
1104,1246563778,73589,3
1105,1246627417,74444,3
1106,1246567858,74538,3
1107,1246559967,76189,3
1108,1246574516,77187,3
1109,1246578161,77773,3
1110,1246568147,78544,3
1111,1246562525,78583,3
1112,1246560948,78682,3
1113,1246623434,79847,3
1114,1246570199,79987,3
1115,1246564179,80395,3
1116,1246584230,81116,3
1117,1246587011,81227,3
1118,1246561959,82132,3
1119,1246580325,82904,3
1120,1246563613,83708,3
1121,1246619281,86031,3
1122,1246562591,86053,3
1123,1246564801,86102,3
1124,1246580776,88806,3
1125,1246570667,89193,3
1126,1246565229,89373,3
1127,1246564756,89386,3
1128,1246604270,90040,3
1129,1246561732,90069,3
1130,1246566752,90117,3
1131,1246560379,90432,3
1132,1246622298,90476,3
1133,1246574032,91562,3
1134,1246562142,92095,3
1135,1246565359,92414,3
1136,1246563731,92661,3
1137,1246562442,92800,3
1138,1246566464,93152,3
1139,1246656391,93316,3
1140,1246564461,93546,3
1141,1246592489,94341,3
1142,1246563648,94502,3
1143,1246640328,94528,3
1144,1246564494,95981,3
1145,1246567455,96944,3
1146,1246715750,97187,3
1147,1246562326,98166,3
1148,1246572005,99499,3
1149,1246570114,100556,3
1150,1246569953,100714,3
1151,1246569249,102189,3
