Node,Kcores,Participated,Avg_Cascade_Size
314660,2,0,0.0
314037,9,0,0.0
313926,12,0,0.0
313707,5,0,0.0
313120,8,0,0.0
312715,2,0,0.0
312500,2,0,0.0
311757,2,0,0.0
310909,2,0,0.0
310799,25,0,0.0
310550,6,0,0.0
310449,6,0,0.0
309986,3,0,0.0
309715,29,0,367.0
309707,6,0,0.0
309599,4,0,0.0
309290,10,0,0.0
308793,4,0,0.0
308626,2,0,0.0
308012,2,0,0.0
307845,4,0,0.0
306916,5,0,0.0
306676,17,0,0.0
306639,10,0,0.0
306508,2,0,0.0
306365,2,0,0.0
306169,1,0,0.0
305992,8,0,0.0
304742,4,0,0.0
304479,4,0,0.0
304320,2,0,0.0
304238,8,0,0.0
304206,4,0,0.0
302877,3,0,0.0
302616,12,0,0.0
302342,7,0,0.0
302109,6,0,0.0
301139,2,0,0.0
300568,14,0,0.0
300405,6,0,0.0
300292,4,0,0.0
299488,6,0,0.0
299481,14,0,0.0
299351,3,0,0.0
298760,8,0,0.0
298741,5,0,0.0
298286,2,0,0.0
298192,6,0,0.0
298019,12,0,0.0
297939,13,0,0.0
297753,19,0,0.0
297749,2,0,0.0
297402,4,0,0.0
297196,12,0,0.0
296942,3,0,0.0
296485,7,0,0.0
296092,8,0,0.0
296086,6,0,0.0
295673,2,0,0.0
295226,5,0,0.0
295214,4,0,0.0
295168,5,0,0.0
294465,10,0,0.0
294358,6,0,0.0
292729,8,0,0.0
292631,9,0,0.0
292554,3,0,0.0
292258,30,0,1103.0
292175,1,0,0.0
292114,5,0,0.0
291918,12,0,0.0
291336,3,0,0.0
291287,9,0,0.0
290022,6,0,0.0
289156,2,0,0.0
287610,3,0,0.0
287453,4,0,0.0
287433,30,0,479.0
286947,2,0,0.0
286863,6,0,0.0
286278,8,0,0.0
286171,12,0,0.0
286170,2,0,0.0
285910,2,0,0.0
285515,2,0,0.0
285376,2,0,0.0
284697,6,0,0.0
284233,11,0,0.0
284070,5,0,0.0
283093,3,0,0.0
282248,7,0,0.0
281939,4,0,0.0
281818,8,0,0.0
281485,3,0,0.0
281419,2,0,0.0
280254,3,0,0.0
280075,8,0,0.0
279954,4,0,0.0
279306,6,0,0.0
279060,8,0,0.0
278972,2,0,0.0
278783,14,0,0.0
278382,7,0,0.0
278211,6,0,0.0
277286,12,0,0.0
276158,2,0,0.0
275477,5,0,0.0
275183,2,0,0.0
275122,2,0,0.0
274833,4,0,0.0
274581,3,0,0.0
274363,2,0,0.0
273947,1,0,0.0
273942,18,0,0.0
273531,2,0,0.0
273360,2,0,0.0
273301,1,0,0.0
273263,1,0,0.0
272877,2,0,0.0
272553,6,0,0.0
272118,2,0,0.0
271719,4,0,0.0
270640,2,0,0.0
270322,12,0,0.0
269747,2,0,0.0
269549,29,0,510.0
268440,9,0,0.0
268179,7,0,0.0
267787,10,0,0.0
266835,2,0,0.0
266369,11,0,0.0
266355,24,0,0.0
266262,10,0,0.0
266106,2,0,0.0
265677,2,0,0.0
265301,6,0,0.0
265221,10,0,0.0
264401,2,0,0.0
264345,2,0,0.0
263398,18,0,0.0
263139,2,0,0.0
262665,4,0,0.0
260716,11,0,0.0
260705,4,0,0.0
259781,5,0,0.0
259483,4,0,0.0
259247,8,0,0.0
258008,4,0,0.0
257994,6,0,0.0
257873,10,0,0.0
257805,2,0,0.0
257765,2,0,0.0
257696,30,0,245.0
257520,8,0,0.0
257193,16,0,0.0
257001,19,0,0.0
256970,4,0,0.0
256513,6,0,0.0
256025,4,0,0.0
255985,4,0,0.0
255034,1,0,0.0
254929,3,0,0.0
254601,8,0,0.0
254512,10,0,0.0
253926,2,0,0.0
253593,9,0,0.0
253331,8,0,0.0
253206,6,0,0.0
252628,10,0,0.0
252474,4,0,0.0
251530,4,0,0.0
251296,4,0,0.0
251269,5,0,0.0
250989,2,0,0.0
250751,9,0,0.0
250727,6,0,0.0
250715,2,0,0.0
250087,4,0,0.0
249518,8,0,0.0
249371,8,0,0.0
249366,4,0,0.0
249232,2,0,0.0
249052,8,0,0.0
248897,2,0,0.0
248655,6,0,0.0
247871,6,0,0.0
246569,10,0,0.0
246250,10,0,0.0
246045,6,0,0.0
245937,4,0,0.0
245603,6,0,0.0
245576,4,0,0.0
245126,4,0,0.0
244462,5,0,0.0
244109,5,0,0.0
243626,11,0,0.0
243358,4,0,0.0
243127,8,0,0.0
242300,27,0,0.0
242251,2,0,0.0
241490,2,0,0.0
241256,4,0,0.0
241067,3,0,0.0
241023,8,0,0.0
240822,5,0,0.0
239956,1,0,0.0
239318,2,0,0.0
238630,8,0,0.0
238486,5,0,0.0
238480,4,0,0.0
237307,4,0,0.0
237080,2,0,0.0
236977,5,0,0.0
236531,6,0,0.0
235630,6,0,0.0
235564,30,0,0.0
235024,5,0,0.0
233780,1,0,0.0
233686,4,0,0.0
232798,6,0,0.0
232157,2,0,0.0
231954,6,0,0.0
231600,2,0,0.0
231431,6,0,0.0
231081,15,0,0.0
231044,13,0,0.0
230070,2,0,0.0
229669,2,0,0.0
229665,4,0,0.0
229608,2,0,0.0
229030,2,0,0.0
228903,7,0,0.0
228042,2,0,0.0
227199,4,0,0.0
226747,5,0,0.0
226491,2,0,0.0
226350,13,0,0.0
225631,6,0,0.0
225590,7,0,0.0
224162,4,0,0.0
223603,12,0,0.0
223415,3,0,0.0
222723,10,0,0.0
221825,2,0,0.0
221198,5,0,0.0
220954,5,0,0.0
220630,1,0,0.0
220486,12,0,0.0
220068,6,0,0.0
219756,6,0,0.0
219723,4,0,0.0
219107,6,0,0.0
219064,1,0,0.0
218888,8,0,0.0
218851,1,0,0.0
218800,2,0,0.0
218553,10,0,0.0
218195,2,0,0.0
217938,1,0,0.0
217801,10,0,0.0
217617,8,0,0.0
217559,15,0,0.0
217531,10,0,0.0
216380,4,0,0.0
216199,1,0,0.0
215884,12,0,0.0
214289,6,0,0.0
213371,2,0,0.0
212744,9,0,0.0
212685,6,0,0.0
212382,29,0,1116.6666666666667
212210,6,0,0.0
211819,4,0,0.0
211734,2,0,0.0
211310,4,0,0.0
211298,4,0,0.0
211277,4,0,0.0
211230,7,0,0.0
210488,4,0,0.0
210206,4,0,0.0
210173,3,0,0.0
210135,8,0,0.0
210065,6,0,0.0
209309,7,0,0.0
209176,14,0,0.0
208224,8,0,0.0
208070,10,0,0.0
207450,6,0,0.0
206848,6,0,0.0
206538,6,0,0.0
206309,6,0,0.0
205998,7,0,0.0
205484,4,0,0.0
205307,6,0,0.0
204950,4,0,0.0
204880,21,0,0.0
204397,2,0,0.0
204045,7,0,0.0
203360,4,0,0.0
203231,2,0,0.0
203120,2,0,0.0
202540,2,0,0.0
202338,14,0,0.0
202293,4,0,0.0
202262,7,0,0.0
202199,8,0,0.0
201557,2,0,0.0
201518,15,0,0.0
200737,6,0,0.0
200733,6,0,0.0
199907,18,0,0.0
199710,2,0,0.0
199364,2,0,0.0
199228,6,0,0.0
198630,8,0,0.0
198577,4,0,0.0
198523,30,0,479.0
198277,6,0,0.0
198017,9,0,0.0
197936,4,0,0.0
197766,23,0,370.0
197613,6,0,0.0
197304,6,0,0.0
197171,4,0,0.0
197150,2,0,0.0
197036,3,0,0.0
196835,3,0,0.0
196453,4,0,0.0
196318,3,0,0.0
196176,4,0,0.0
195976,2,0,0.0
195618,3,0,0.0
195347,8,0,0.0
195201,4,0,0.0
195123,2,0,0.0
194933,4,0,0.0
194404,2,0,0.0
193876,14,0,0.0
193821,30,0,909.5
192992,30,0,442.0
192209,9,0,0.0
191670,2,0,0.0
191648,14,0,0.0
191407,8,0,0.0
191175,21,0,0.0
190602,4,0,0.0
189362,2,0,0.0
189246,10,0,0.0
188871,4,0,0.0
188797,6,0,0.0
188675,4,0,0.0
188573,4,0,0.0
188381,6,0,0.0
188378,6,0,0.0
188252,4,0,0.0
187604,8,0,0.0
187049,9,0,0.0
187027,2,0,0.0
186054,2,0,0.0
185742,8,0,0.0
184990,4,0,0.0
184519,2,0,0.0
184433,12,0,0.0
184117,6,0,0.0
183926,10,0,0.0
183884,6,0,0.0
183679,7,0,0.0
183453,2,0,0.0
183375,5,0,0.0
182099,9,0,0.0
181331,2,0,0.0
181133,1,0,0.0
180702,2,0,0.0
180400,2,0,0.0
179355,6,0,0.0
179252,2,0,0.0
178376,4,0,0.0
178017,6,0,0.0
177877,1,0,0.0
177489,1,0,0.0
176559,2,0,0.0
176011,5,0,0.0
175436,6,0,0.0
173983,2,0,0.0
173675,6,0,0.0
173394,2,0,0.0
173044,6,0,0.0
172341,2,0,0.0
171835,26,0,0.0
171671,8,0,0.0
171641,8,0,0.0
171437,2,0,0.0
171412,13,0,0.0
170742,1,0,0.0
170592,2,0,0.0
170523,2,0,0.0
169730,6,0,0.0
169407,2,0,0.0
168743,9,0,0.0
168141,10,0,0.0
166581,4,0,0.0
165723,10,0,0.0
165294,6,0,0.0
164770,8,0,0.0
164232,1,0,0.0
163175,11,0,0.0
162927,3,0,0.0
162393,9,0,0.0
161819,2,0,0.0
161807,29,0,0.0
161097,2,0,0.0
160976,2,0,0.0
160856,4,0,0.0
160137,10,0,0.0
159934,1,0,0.0
159574,10,0,0.0
159560,11,0,0.0
159333,19,0,0.0
158945,2,0,0.0
158884,10,0,0.0
158074,2,0,0.0
157914,12,0,0.0
157074,4,0,0.0
156093,2,0,0.0
154910,14,0,0.0
154448,3,0,0.0
154358,4,0,0.0
154322,8,0,0.0
153620,4,0,0.0
153528,5,0,0.0
152719,10,0,0.0
152331,29,0,0.0
151800,2,0,0.0
151008,29,0,0.0
150911,6,0,0.0
150464,4,0,0.0
150456,4,0,0.0
150337,7,0,0.0
150238,3,0,0.0
149955,6,0,0.0
149922,2,0,0.0
149503,15,0,0.0
148898,5,0,0.0
148855,2,0,0.0
148595,6,0,0.0
147684,2,0,0.0
147672,11,0,0.0
147445,8,0,0.0
147439,4,0,0.0
147011,3,0,0.0
146656,2,0,0.0
145949,6,0,0.0
143890,4,0,0.0
143787,10,0,0.0
143766,5,0,0.0
143623,4,0,0.0
143308,10,0,0.0
143293,3,0,0.0
142404,6,0,0.0
141640,12,0,0.0
141274,4,0,0.0
141135,7,0,0.0
140623,2,0,0.0
140133,4,0,0.0
140132,19,0,0.0
139893,3,0,0.0
139750,2,0,0.0
139517,4,0,0.0
139259,1,0,0.0
138537,13,0,0.0
138483,4,0,0.0
137408,1,0,0.0
137157,10,0,0.0
136889,18,0,0.0
135937,2,0,0.0
135550,8,0,0.0
135152,6,0,0.0
134733,7,0,0.0
134664,5,0,0.0
133746,30,0,2391.0
133339,7,0,0.0
133259,4,0,0.0
132835,2,0,0.0
132192,12,0,0.0
132111,1,0,0.0
130779,8,0,0.0
130316,29,0,791.0
130260,6,0,0.0
130168,2,0,0.0
129722,10,0,0.0
129535,7,0,0.0
129511,30,0,1120.75
128841,2,0,0.0
128786,9,0,0.0
128644,2,0,0.0
128585,6,0,0.0
127771,30,0,753.6666666666666
126590,2,0,0.0
126453,6,0,0.0
125769,14,0,0.0
125692,6,0,0.0
125445,3,0,0.0
124888,7,0,0.0
124154,6,0,0.0
123296,2,0,0.0
123188,2,0,0.0
123100,7,0,0.0
122932,6,0,0.0
122837,4,0,0.0
122400,4,0,0.0
122215,8,0,0.0
121618,4,0,0.0
120208,2,0,0.0
119649,2,0,0.0
119407,6,0,0.0
119208,2,0,0.0
118756,6,0,0.0
118281,8,0,0.0
117528,22,0,0.0
117509,4,0,0.0
117193,6,0,0.0
116598,6,0,0.0
116250,7,0,0.0
116150,4,0,0.0
115277,4,0,0.0
115076,30,0,0.0
114963,4,0,0.0
113704,8,0,0.0
113671,13,0,0.0
113521,6,0,0.0
113261,14,0,0.0
112884,5,0,0.0
112175,6,0,0.0
111998,2,0,0.0
111538,4,0,0.0
110722,4,0,0.0
110414,2,0,0.0
110112,3,0,0.0
110017,17,0,0.0
109429,6,0,0.0
109419,1,0,0.0
108178,8,0,0.0
106975,10,0,0.0
105829,2,0,0.0
105679,11,0,0.0
105115,4,0,0.0
104333,2,0,0.0
103954,4,0,0.0
103718,6,0,0.0
103131,2,0,0.0
102568,6,0,0.0
102433,8,0,0.0
102232,3,0,0.0
102032,6,0,0.0
100370,6,0,0.0
99051,2,0,0.0
98924,5,0,0.0
98855,2,0,0.0
98465,5,0,0.0
98373,9,0,0.0
98363,8,0,0.0
98102,26,0,0.0
98094,4,0,0.0
97410,2,0,0.0
97407,5,0,0.0
97151,8,0,0.0
96505,2,0,0.0
96452,3,0,0.0
96140,6,0,0.0
96108,5,0,0.0
96063,6,0,0.0
94530,6,0,0.0
94445,10,0,0.0
93909,7,0,0.0
93772,2,0,0.0
93650,3,0,0.0
93630,8,0,0.0
93460,4,0,0.0
93233,2,0,0.0
93118,1,0,0.0
93024,2,0,0.0
92888,4,0,0.0
91187,6,0,0.0
91114,2,0,0.0
90444,3,0,0.0
90246,5,0,0.0
90237,7,0,0.0
88210,10,0,0.0
87699,13,0,0.0
87617,6,0,0.0
87393,5,0,0.0
87202,5,0,0.0
87186,2,0,0.0
87126,4,0,0.0
86555,8,0,0.0
86524,2,0,0.0
86490,2,0,0.0
86409,12,0,0.0
86391,8,0,0.0
85908,13,0,0.0
85901,5,0,0.0
85675,7,0,0.0
84939,6,0,0.0
84814,2,0,0.0
84544,15,0,0.0
83018,1,0,0.0
82575,13,0,0.0
81697,6,0,0.0
81647,2,0,0.0
81333,2,0,0.0
80836,8,0,0.0
80635,2,0,0.0
79879,2,0,0.0
79818,1,0,0.0
79051,25,0,614.0
78680,2,0,0.0
78626,4,0,0.0
78203,4,0,0.0
76462,4,0,0.0
76287,6,0,0.0
75565,4,0,0.0
75227,8,0,0.0
74981,2,0,0.0
74910,12,0,0.0
74586,2,0,0.0
74150,6,0,0.0
73647,10,0,0.0
73454,2,0,0.0
73323,8,0,0.0
73196,2,0,0.0
72759,2,0,0.0
72547,18,0,0.0
72539,8,0,0.0
72501,4,0,0.0
70873,3,0,0.0
70638,2,0,0.0
70344,3,0,0.0
70126,8,0,0.0
70012,4,0,0.0
69817,4,0,0.0
69367,1,0,0.0
68880,3,0,0.0
68609,10,0,0.0
68415,6,0,0.0
68158,13,0,0.0
68001,5,0,0.0
67736,5,0,0.0
67189,6,0,0.0
66789,2,0,0.0
66504,5,0,0.0
66332,1,0,0.0
66222,2,0,0.0
65985,4,0,0.0
65731,6,0,0.0
65112,2,0,0.0
64707,6,0,0.0
64512,12,0,0.0
63923,2,0,0.0
63301,2,0,0.0
62871,7,0,0.0
62730,7,0,0.0
62161,17,0,0.0
61892,13,0,0.0
61414,2,0,0.0
61370,6,0,0.0
61252,6,0,0.0
60788,4,0,0.0
60022,10,0,0.0
59776,6,0,0.0
59112,6,0,0.0
59046,6,0,0.0
58960,1,0,0.0
58609,6,0,0.0
58406,6,0,0.0
58324,29,0,0.0
57669,4,0,0.0
57402,1,0,0.0
56833,8,0,0.0
56513,1,0,0.0
56180,1,0,0.0
54889,4,0,0.0
54152,22,0,0.0
53761,1,0,0.0
53465,14,0,0.0
52855,8,0,0.0
52571,8,0,0.0
52009,8,0,0.0
51753,14,0,0.0
51218,2,0,0.0
51101,6,0,0.0
50980,12,0,0.0
50414,1,0,0.0
49923,7,0,0.0
49524,1,0,0.0
49329,11,0,0.0
49111,5,0,0.0
48316,12,0,0.0
47432,9,0,0.0
47133,3,0,0.0
47037,6,0,0.0
46957,5,0,0.0
46898,4,0,0.0
46705,6,0,0.0
46374,8,0,0.0
45887,30,0,0.0
45776,5,0,0.0
45682,18,0,0.0
45642,1,0,0.0
45409,8,0,0.0
44736,2,0,0.0
43839,4,0,0.0
43243,4,0,0.0
42996,12,0,0.0
42631,4,0,0.0
41530,5,0,0.0
41435,4,0,0.0
41097,2,0,0.0
40141,4,0,0.0
39857,8,0,0.0
38177,5,0,0.0
36737,8,0,0.0
36609,2,0,0.0
35833,6,0,0.0
35726,4,0,0.0
34827,4,0,0.0
34587,10,0,0.0
34205,4,0,0.0
34117,1,0,0.0
33994,10,0,0.0
33788,7,0,0.0
33033,3,0,0.0
32501,2,0,0.0
32285,6,0,0.0
32241,12,0,0.0
32026,2,0,0.0
31437,6,0,0.0
30434,4,0,0.0
30432,4,0,0.0
30207,3,0,0.0
29951,29,0,0.0
29948,28,0,0.0
29912,6,0,0.0
29361,4,0,0.0
28752,2,0,0.0
28570,2,0,0.0
28251,8,0,0.0
27966,10,0,0.0
27285,3,0,0.0
26725,5,0,0.0
26037,2,0,0.0
25648,8,0,0.0
25199,8,0,0.0
24378,8,0,0.0
23545,2,0,0.0
23185,9,0,0.0
22907,6,0,0.0
22445,1,0,0.0
22098,4,0,0.0
20929,4,0,0.0
20582,8,0,0.0
20516,4,0,0.0
19709,2,0,0.0
19223,11,0,0.0
18534,6,0,0.0
18428,8,0,0.0
18295,8,0,0.0
18266,8,0,0.0
18184,4,0,0.0
18058,1,0,0.0
18008,7,0,0.0
17984,2,0,0.0
17822,8,0,0.0
17590,2,0,0.0
17064,17,0,0.0
16339,29,0,0.0
15991,15,0,0.0
15223,4,0,0.0
14960,10,0,0.0
14211,19,0,0.0
14085,6,0,0.0
13778,8,0,0.0
13665,2,0,0.0
13656,13,0,0.0
13264,5,0,0.0
13048,8,0,0.0
12347,13,0,0.0
11954,8,0,0.0
10640,4,0,0.0
10447,11,0,0.0
10035,3,0,0.0
9447,4,0,0.0
9377,4,0,0.0
9261,4,0,0.0
9189,2,0,0.0
7965,8,0,0.0
7550,3,0,0.0
6889,2,0,0.0
6706,2,0,0.0
6648,6,0,0.0
6060,4,0,0.0
4956,2,0,0.0
4369,2,0,0.0
4225,2,0,0.0
3860,10,0,0.0
3193,6,0,0.0
3045,1,0,0.0
2259,4,0,0.0
2106,5,0,0.0
1938,2,0,0.0
1749,1,0,0.0
1256,16,0,0.0
1209,4,0,0.0
752,1,0,0.0
715,4,0,0.0
673,10,0,0.0
336196,7,0,0.0
326248,15,0,0.0
307952,2,0,0.0
281459,3,0,0.0
278255,1,0,0.0
266933,4,0,0.0
258782,2,0,0.0
252915,8,0,0.0
245744,5,0,0.0
227182,1,0,0.0
216806,2,0,0.0
199299,2,0,0.0
162890,6,0,0.0
108416,4,0,0.0
99535,5,0,0.0
85371,1,0,0.0
50804,2,0,0.0
31075,7,0,0.0
336023,22,0,0.0
335404,30,0,307.0
334519,8,0,0.0
333810,29,0,0.0
333779,1,0,0.0
333584,29,0,0.0
333241,9,0,0.0
333230,8,0,0.0
333158,27,0,0.0
333125,5,0,0.0
331179,1,0,0.0
330790,20,0,0.0
328159,4,0,0.0
327421,10,0,0.0
327306,13,0,0.0
326724,3,0,0.0
324725,2,0,0.0
322766,2,0,0.0
322535,2,0,0.0
320053,4,0,0.0
318993,23,0,0.0
318553,12,0,0.0
317602,5,0,0.0
317331,18,0,0.0
316564,7,0,0.0
315853,4,0,0.0
315401,2,0,0.0
314724,2,0,0.0
314051,3,0,0.0
313718,1,0,0.0
313421,2,0,0.0
312614,2,0,0.0
312120,24,0,0.0
311723,5,0,0.0
310758,17,0,0.0
310316,30,0,709.0
306612,2,0,0.0
306289,6,0,0.0
306195,30,0,340.3333333333333
305385,11,0,0.0
303213,2,0,0.0
301800,2,0,0.0
301673,2,0,0.0
301393,24,0,0.0
301050,17,0,0.0
300906,2,0,0.0
300238,9,0,0.0
300165,2,0,0.0
300021,5,0,0.0
298705,13,0,0.0
297636,20,0,0.0
297043,2,0,0.0
296957,2,0,0.0
296423,11,0,0.0
296223,6,0,0.0
296071,13,0,0.0
295771,5,0,0.0
295509,14,0,0.0
295206,11,0,0.0
292294,1,0,0.0
291970,30,0,496.0
291754,3,0,0.0
290675,2,0,0.0
290083,4,0,0.0
289281,8,0,0.0
287884,21,0,0.0
287414,14,0,0.0
285709,2,0,0.0
285411,1,0,0.0
284194,6,0,0.0
283735,2,0,0.0
282251,2,0,0.0
281734,29,0,0.0
279883,4,0,0.0
278491,6,0,0.0
278127,11,0,0.0
277891,24,0,0.0
277406,3,0,0.0
274051,11,0,0.0
273809,2,0,0.0
273806,1,0,0.0
273633,2,0,0.0
273401,2,0,0.0
272938,20,0,0.0
272909,11,0,0.0
272683,2,0,0.0
272260,1,0,0.0
270042,1,0,0.0
269676,4,0,0.0
269348,1,0,0.0
266953,1,0,0.0
266666,13,0,0.0
266425,8,0,0.0
265516,2,0,0.0
265003,6,0,0.0
262779,4,0,0.0
262664,1,0,0.0
262130,20,0,0.0
260956,1,0,0.0
260158,7,0,0.0
260056,17,0,0.0
259977,1,0,0.0
258687,2,0,0.0
258268,3,0,0.0
258171,4,0,0.0
258123,2,0,0.0
257975,1,0,0.0
235941,2,0,0.0
257384,3,0,0.0
257348,24,0,0.0
257250,10,0,0.0
257182,5,0,0.0
257146,1,0,0.0
257139,7,0,0.0
256934,3,0,0.0
256699,16,0,0.0
256440,2,0,0.0
253227,1,0,0.0
253110,4,0,0.0
252086,9,0,0.0
251085,2,0,0.0
250370,2,0,0.0
249761,1,0,0.0
248768,28,0,0.0
247499,1,0,0.0
245562,8,0,0.0
245306,1,0,0.0
244371,2,0,0.0
243689,7,0,0.0
242941,13,0,0.0
242304,9,0,0.0
242020,1,0,0.0
238566,2,0,0.0
238118,3,0,0.0
234026,2,0,0.0
233093,30,0,0.0
232433,14,0,0.0
232202,4,0,0.0
232201,10,0,0.0
231698,4,0,0.0
230594,18,0,0.0
229890,4,0,0.0
229119,1,0,0.0
228595,3,0,0.0
228478,2,0,0.0
228282,8,0,0.0
228094,12,0,0.0
227803,18,0,0.0
227271,4,0,0.0
227222,5,0,0.0
227138,3,0,0.0
226566,2,0,0.0
225232,13,0,0.0
225156,1,0,0.0
224777,26,0,0.0
224425,23,0,0.0
209908,2,0,0.0
223652,1,0,0.0
222573,11,0,0.0
221501,5,0,0.0
221211,18,0,0.0
220977,24,0,0.0
220043,19,0,0.0
219848,10,0,0.0
217036,4,0,0.0
216401,2,0,0.0
215082,1,0,0.0
214964,6,0,0.0
212791,11,0,0.0
212707,4,0,0.0
211763,5,0,0.0
211532,4,0,0.0
209748,5,0,0.0
208801,13,0,0.0
205473,6,0,0.0
204715,2,0,0.0
204245,6,0,0.0
203419,12,0,0.0
202035,2,0,0.0
201481,3,0,0.0
201410,6,0,0.0
200780,4,0,0.0
200540,6,0,0.0
200527,19,0,0.0
200265,13,0,0.0
200210,5,0,0.0
199201,24,0,377.0
197668,4,0,0.0
197574,3,0,0.0
197096,6,0,0.0
196653,2,0,0.0
196078,2,0,0.0
195917,2,0,0.0
195832,2,0,0.0
193932,12,0,0.0
190178,2,0,0.0
190074,9,0,0.0
188627,29,0,0.0
188129,8,0,0.0
186995,9,0,0.0
186765,3,0,0.0
181624,4,0,0.0
183950,3,0,0.0
183584,1,0,0.0
182889,13,0,0.0
180370,24,0,0.0
179491,12,0,0.0
178273,8,0,0.0
177465,1,0,0.0
175805,4,0,0.0
175460,5,0,0.0
171903,2,0,0.0
171367,7,0,0.0
168872,4,0,0.0
167462,21,0,0.0
167261,10,0,0.0
166947,7,0,0.0
163922,1,0,0.0
162514,5,0,0.0
161976,5,0,0.0
161309,1,0,0.0
160127,4,0,0.0
157550,1,0,0.0
157528,6,0,0.0
156308,4,0,0.0
156113,2,0,0.0
155063,7,0,0.0
154558,30,0,500.25
153913,16,0,0.0
145290,2,0,0.0
153641,25,0,0.0
151763,6,0,0.0
150292,2,0,0.0
150185,7,0,0.0
149676,29,0,0.0
149259,2,0,0.0
147868,7,0,0.0
147292,6,0,0.0
147196,6,0,0.0
146962,3,0,0.0
144497,18,0,0.0
144448,4,0,0.0
143492,17,0,0.0
141504,30,0,0.0
140616,3,0,0.0
140231,5,0,0.0
139814,11,0,0.0
139248,8,0,0.0
138363,5,0,0.0
137755,2,0,0.0
135886,2,0,0.0
135373,24,0,0.0
129466,5,0,0.0
134991,3,0,0.0
134934,18,0,0.0
134195,1,0,0.0
132899,1,0,0.0
131213,18,0,0.0
131164,1,0,0.0
130318,10,0,0.0
130270,2,0,0.0
129356,8,0,0.0
129232,4,0,0.0
128860,1,0,0.0
128175,1,0,0.0
127578,2,0,0.0
127439,17,0,0.0
127148,10,0,0.0
125892,2,0,0.0
124787,5,0,0.0
124062,29,0,376.5
123159,7,0,0.0
121533,8,0,0.0
120204,3,0,0.0
119328,1,0,0.0
118718,8,0,0.0
118537,5,0,0.0
116107,9,0,0.0
114678,4,0,0.0
114229,29,0,570.0
114200,1,0,0.0
113184,1,0,0.0
111927,4,0,0.0
110510,29,0,0.0
109168,6,0,0.0
108768,1,0,0.0
107563,2,0,0.0
105645,6,0,0.0
104879,6,0,0.0
103635,4,0,0.0
102465,3,0,0.0
101975,3,0,0.0
101650,13,0,0.0
101090,6,0,0.0
100199,20,0,0.0
99501,1,0,0.0
99294,2,0,0.0
98992,2,0,0.0
98970,1,0,0.0
97908,3,0,0.0
97358,4,0,0.0
96264,7,0,0.0
93888,3,0,0.0
93454,11,0,0.0
92312,4,0,0.0
89849,3,0,0.0
87560,2,0,0.0
87482,25,0,0.0
85792,1,0,0.0
85554,1,0,0.0
85301,4,0,0.0
84464,7,0,0.0
84019,6,0,0.0
78215,2,0,0.0
83676,2,0,0.0
83470,2,0,0.0
81274,4,0,0.0
80347,5,0,0.0
80289,3,0,0.0
80090,2,0,0.0
79615,7,0,0.0
77479,8,0,0.0
76769,20,0,0.0
76189,3,0,0.0
75958,2,0,0.0
75748,5,0,0.0
75454,6,0,0.0
73994,7,0,0.0
73557,1,0,0.0
73330,1,0,0.0
72649,1,0,0.0
69030,4,0,0.0
